step,mse_Ez,mae_Ez,psnr_Ez,rel_mean_Ez,mse_Hx,mae_Hx,psnr_Hx,rel_mean_Hx,mse_Hy,mae_Hy,psnr_Hy,rel_mean_Hy
22,0.0005642661072807013,0.017479485260679776,30.52579596547256,0.4523204026745187,1.4501040277541659e-08,7.066259030625037e-05,17.006297055304568,1.477783637711258,1.4501040277541659e-08,7.066259030625036e-05,17.006297055304568,1.4777836393172092
23,0.0006126868508309991,0.018149919041808665,29.634190541910623,0.34775184813711285,1.464720870025771e-08,6.884252636989152e-05,17.853348966486596,1.7590244370419954,1.464720870025771e-08,6.884252636989154e-05,17.853348966486596,1.7590244391922318
24,0.0006619237153768597,0.01879940966008918,29.031495897170853,0.46034988599613735,1.4743051930119684e-08,6.685721895804535e-05,18.544144003628706,1.4070407458433059,1.4743051930119684e-08,6.685721895804535e-05,18.544144003628706,1.4070407474802245
25,0.0007098276309139309,0.01939924122654537,28.576298723500404,0.3649017748375025,1.479583041448777e-08,6.489964653717895e-05,19.24252858575858,1.009436322654426,1.479583041448777e-08,6.489964653717895e-05,19.24252858575858,1.009436323232302
26,0.0007543212372594204,0.01993998622243126,28.182236141100113,0.36469045818990614,1.4815639788213903e-08,6.293160599519245e-05,20.17967193285258,0.8018117460973289,1.4815639788213903e-08,6.293160599519246e-05,20.17967193285258,0.8018117474003243
27,0.0007935349472976758,0.02045528987331097,27.824277053239047,0.9481217704000848,1.481428141072523e-08,6.095616289272524e-05,20.92657064092199,0.9372204142507883,1.481428141072523e-08,6.0956162892725245e-05,20.92657064092199,0.9372204189497257
28,0.0008258883845392114,0.02090852398939418,27.484474643561263,0.8441166240019159,1.4801507325490253e-08,5.90212634866534e-05,21.527955688879736,1.1432681551480053,1.4801507325490253e-08,5.90212634866534e-05,21.527955688879736,1.1432681575465535
29,0.000850187300996126,0.021300349240900435,27.16102234111346,1.0362665425916722,1.4784548001437469e-08,5.7217385688962265e-05,21.98447363254134,2.5548470556394993,1.4784548001437466e-08,5.7217385688962265e-05,21.98447363254134,2.554847057093838
30,0.0008656686334416684,0.021622137967313347,26.905946620778067,0.9567383802527064,1.477020628191061e-08,5.568885662739176e-05,22.33314815175823,1.561644694240292,1.477020628191061e-08,5.568885662739176e-05,22.33314815175823,1.561644696166732
31,0.0008720732778203066,0.02185443365262699,26.647568453591248,0.6680520843217773,1.47640426821725e-08,5.4572241913216074e-05,22.565855601758077,0.7242463591091047,1.47640426821725e-08,5.4572241913216074e-05,22.565855601758077,0.724246360222193
32,0.0008696094528304822,0.021983987444813894,26.372232094218212,0.7340502747065436,1.476721646768704e-08,5.4019224113050796e-05,22.727935133237004,1.1199659991036213,1.476721646768704e-08,5.4019224113050796e-05,22.727935133237004,1.1199659994466078
33,0.0008589742563474325,0.021979646369017693,26.085720428152378,0.6442427821740749,1.4777387838747759e-08,5.3996217805916026e-05,22.809524188202023,0.9074943561466828,1.477738783874776e-08,5.399621780591601e-05,22.809524188202023,0.9074943561531068
34,0.0008412695921907059,0.021841835139914906,25.739106627311603,0.7761853432723077,1.47930316771157e-08,5.44045160743502e-05,22.818904929080546,0.5672080318103747,1.4793031677115703e-08,5.44045160743502e-05,22.818904929080546,0.5672080336012553
35,0.0008179616108875585,0.02157947796437445,25.359995624688327,1.529670801648069,1.4814620763393124e-08,5.5139111944341094e-05,22.776026018865743,0.4900434629614905,1.4814620763393124e-08,5.513911194434108e-05,22.776026018865743,0.49004346668757404
36,0.0007907468264593539,0.021204170983935688,25.639370139954796,0.5839067590670803,1.4841489730316658e-08,5.613700869865181e-05,22.72150963094019,0.5229033827569096,1.4841489730316655e-08,5.6137008698651826e-05,22.72150963094019,0.5229033857350861
37,0.0007614999302731089,0.020735554925192985,26.524618946446218,0.5397729544354718,1.4870527107692008e-08,5.73993830266398e-05,22.62285601660591,1.0023166241721002,1.4870527107692008e-08,5.739938302663981e-05,22.62285601660591,1.0023166242147326
38,0.0007321381899749644,0.020210955493577553,27.23126336091515,1.1183437398545546,1.4898363577055122e-08,5.880670484914371e-05,22.490912346719696,0.641185923211907,1.4898363577055122e-08,5.880670484914371e-05,22.490912346719696,0.6411859224365396
39,0.0007045427720539628,0.019721041953589997,27.759630834843136,0.5952993551661573,1.4922280628910604e-08,6.025493875045474e-05,22.31534805934458,1.872659893776092,1.4922280628910607e-08,6.025493875045474e-05,22.315348059344572,1.8726598947876631
40,0.0006804336661527616,0.01935223122284978,28.121424663565115,0.5206243470004593,1.4938412013901286e-08,6.17097363542219e-05,22.069970659558575,0.9319486473731143,1.4938412013901286e-08,6.17097363542219e-05,22.069970659558575,0.9319486486685056
41,0.0006612980947271484,0.01914374262068054,28.321097395616142,0.6444477859978183,1.494184059701198e-08,6.322741268010521e-05,21.77899710666413,0.47726002645752613,1.494184059701198e-08,6.32274126801052e-05,21.77899710666413,0.4772600283045025
42,0.0006482978507037619,0.019097866551373056,28.343159616759944,1.0500310813510956,1.4930108557880956e-08,6.457678208438033e-05,21.419375570418055,1.682851868837072,1.4930108557880956e-08,6.457678208438033e-05,21.419375570418055,1.6828518703428093
43,0.0006422372845120093,0.019213002222133974,28.322119612262302,0.43390344273050657,1.4904779010040324e-08,6.56541249396806e-05,21.027483479453526,0.8142286801022474,1.490477901004032e-08,6.56541249396806e-05,21.027483479453526,0.8142286811236075
44,0.0006434941565677958,0.01942689290090708,28.88477174656709,0.8126929320799029,1.4868459781157667e-08,6.635668012155888e-05,20.56387196613685,0.8666381396548176,1.4868459781157668e-08,6.635668012155887e-05,20.56387196613685,0.8666381404740083
45,0.0006520193875118531,0.019684101902539452,29.266427961050976,0.7367794839916237,1.4821949483384607e-08,6.671441575916108e-05,20.911633086505145,2.07441339361072,1.4821949483384607e-08,6.671441575916107e-05,20.911633086505145,2.0744133946209815
46,0.0006673215430928211,0.019941201090265565,29.554095376712233,0.8000349987680666,1.476495953056987e-08,6.679730538530395e-05,21.343732712341975,1.0099814831457363,1.4764959530569868e-08,6.679730538530395e-05,21.34373271234198,1.0099814841513248
47,0.0006884885078860726,0.02019132061889797,29.69189603256413,0.6611659388492405,1.4697751954859517e-08,6.655370047160825e-05,21.682183573382265,1.1551186127064212,1.4697751954859517e-08,6.655370047160826e-05,21.682183573382265,1.1551186122021666
48,0.0007142072455275724,0.02048653023244187,29.723061987036132,0.6452523736857035,1.4620624785518852e-08,6.601925908247358e-05,21.93734841227707,1.0110924634129315,1.4620624785518849e-08,6.601925908247357e-05,21.93734841227707,1.0110924636296996
49,0.0007428256970224636,0.02083728248485467,29.701152799034176,0.5202465266234738,1.4533062943499111e-08,6.522883129497042e-05,22.115269232631874,1.0226476105110525,1.4533062943499111e-08,6.522883129497042e-05,22.115269232631874,1.0226476117994414
50,0.0007724163781730651,0.021166093021585185,29.574991211367916,1.0645202536555851,1.4434378838074988e-08,6.432805222512764e-05,22.21720609011976,0.9624093647713072,1.4434378838074988e-08,6.432805222512764e-05,22.21720609011976,0.9624093659101111
51,0.0008008855830291156,0.021443888704812734,29.445315543541444,0.546816730236616,1.4323900594556253e-08,6.346578097881954e-05,22.24889450109781,1.0183592484217878,1.4323900594556253e-08,6.346578097881954e-05,22.24889450109781,1.0183592503715995
52,0.0008260429758124971,0.021649222591284798,29.248746186237327,0.5576776497129579,1.41992200876251e-08,6.277571012247404e-05,22.220236522339015,0.7690473040947531,1.4199220087625096e-08,6.277571012247403e-05,22.220236522339015,0.7690473056612637
53,0.0008457507843954078,0.021771936631422475,29.07842186732614,0.5747421278832235,1.4055290771675269e-08,6.189643024612796e-05,22.13499299967694,1.302220897509833,1.4055290771675267e-08,6.189643024612794e-05,22.13499299967694,1.3022208989127395
54,0.0008580480905034238,0.02179956244553021,28.890022016275907,0.9107368664056108,1.3886052138897382e-08,6.0854900560508094e-05,21.99647008089698,0.9216206985400109,1.3886052138897382e-08,6.0854900560508094e-05,21.99647008089698,0.9216207009385619
55,0.0008612842257932586,0.02173697821374792,28.724714972219946,2.1332249390844304,1.3686230876692158e-08,5.9755973775670816e-05,21.821208093892732,3.4092620525637196,1.3686230876692165e-08,5.9755973775670816e-05,21.821208093892732,3.4092620549482366
56,0.0008542228847002036,0.021579244385336663,28.601985882676,3.9159466242165792,1.3451100480585143e-08,5.8861164954883457e-05,21.64078166976922,0.814830316675645,1.345110048058514e-08,5.8861164954883457e-05,21.64078166976922,0.8148303174942505
57,0.0008361837639157959,0.021330653198406033,28.512730568505805,0.9553231466401574,1.3175843444077574e-08,5.8506150518997106e-05,21.52031116847396,1.0645949197775233,1.3175843444077576e-08,5.8506150518997106e-05,21.52031116847396,1.0645949219417752
58,0.0008071185282684467,0.02097415261327462,28.4711270915521,0.9869018803996171,1.2856373063406058e-08,5.86693688464295e-05,21.536529372107044,1.2812406206762654,1.2856373063406058e-08,5.8669368846429484e-05,21.536529372107044,1.281240621426509
59,0.0007676543550585647,0.020523134226893926,28.507560726625307,0.5368873246731413,1.2490635541754951e-08,5.9157931348248783e-05,21.59523260282528,8.681586281630567,1.2490635541754951e-08,5.915793134824879e-05,21.59523260282528,8.681586282890885
60,0.0007190919548304457,0.01998110799419779,28.60039533625384,0.932570630675223,1.2079294628882343e-08,5.972028401701855e-05,21.63665961698276,0.8937332171596352,1.2079294628882344e-08,5.972028401701855e-05,21.63665961698276,0.8937332188078057
61,0.0006634145370330999,0.01936406763013819,28.771754868695616,0.3425174580580709,1.1626611633673695e-08,6.0307446854050734e-05,21.633559409859515,0.6385929877557358,1.1626611633673695e-08,6.030744685405072e-05,21.633559409859515,0.6385929891516317
62,0.0006031602520939641,0.018661257567107847,29.008712748839436,0.33022548329310786,1.1141682923488354e-08,6.0943770121869287e-05,21.554722472055428,0.6199093432801109,1.1141682923488356e-08,6.0943770121869287e-05,21.554722472055428,0.6199093451411131
63,0.0005413091751752374,0.01786751857169485,29.30573281566296,1.7923976273341056,1.0639019144572409e-08,6.169608422717208e-05,21.38852673706239,0.9597381054874874,1.0639019144572409e-08,6.169608422717208e-05,21.38852673706239,0.9597381069815402
64,0.00048113858465612125,0.016964937955408405,30.66684408158781,0.3280602136471183,1.0137990799266986e-08,6.276703335158896e-05,21.50208528271358,1.3545158711654894,1.0137990799266987e-08,6.276703335158896e-05,21.50208528271358,1.3545158724234903
65,0.0004260170492305382,0.015952376472477315,31.92604871394288,0.17764149559877626,9.662312352471624e-09,6.403250203368756e-05,21.665554678595722,1.0306159984054184,9.662312352471624e-09,6.403250203368756e-05,21.665554678595722,1.0306159995721178
66,0.0003791935822450073,0.014856681057190763,33.01678452171458,0.20576764749046494,9.240023246704045e-09,6.525741412967707e-05,21.77687221591634,0.9096288810636451,9.240023246704046e-09,6.525741412967707e-05,21.77687221591634,0.9096288818986136
67,0.0003436085396492371,0.013717226191682294,33.908697926563285,0.5211222589489981,8.90286538520598e-09,6.635333823602702e-05,21.80505740870984,1.2950204589463439,8.902865385205981e-09,6.635333823602703e-05,21.80505740870984,1.295020458837107
68,0.0003216781806846797,0.012595461159362047,34.5516700531641,0.13186457637309687,8.684433593825225e-09,6.72630610294037e-05,21.711839595443916,1.5855935964923222,8.684433593825225e-09,6.72630610294037e-05,21.711839595443916,1.5855935968715382
69,0.0003151247464560393,0.011727560166463936,34.90974133659182,0.12995026019237566,8.617732694392098e-09,6.797096331753787e-05,21.526979410504783,0.9969559304449552,8.617732694392098e-09,6.797096331753787e-05,21.526979410504783,0.9969559311817598
70,0.00032486486151650203,0.011746786846840185,34.936020435085055,0.13872025088331158,8.732702933725261e-09,6.846075835028747e-05,21.209700465259512,1.2940833563409977,8.732702933725261e-09,6.846075835028747e-05,21.209700465259512,1.294083356505075
71,0.000350924921638527,0.012294810281960054,34.66697940253302,0.11889942302665231,9.053750504807067e-09,6.887315240524693e-05,20.77484404104966,1.276905526679287,9.053750504807067e-09,6.887315240524693e-05,20.77484404104966,1.276905527317938
72,0.0003924166848146142,0.013174753333965832,34.16052041656306,0.1313021644166922,9.597175145544503e-09,6.954187778045544e-05,20.506234241496863,0.9354155879396547,9.597175145544503e-09,6.954187778045544e-05,20.506234241496863,0.9354155885993389
73,0.0004475898324251999,0.014242264341245092,33.48593779816169,0.13014450710039002,1.036859657759618e-08,7.015852535772759e-05,20.927569819903,1.1706117029295628,1.0368596577596181e-08,7.015852535772759e-05,20.927569819902992,1.1706117043137723
74,0.0005139085578492119,0.015400159984068204,32.69253579088709,0.15752454199358368,1.1360789083504408e-08,7.068676623484855e-05,21.516194010265114,1.2703905311484898,1.1360789083504408e-08,7.068676623484855e-05,21.516194010265114,1.2703905317099244
75,0.0005882051074808194,0.016646810503155515,31.819221354721773,0.18896668868363403,1.2553416977731978e-08,7.09665334791385e-05,21.926106509563414,1.745503774428888,1.255341697773198e-08,7.096653347913852e-05,21.926106509563414,1.745503775569746
76,0.0006668704295948626,0.017923654773977473,30.907088732601842,0.28202505908235614,1.3914166439100447e-08,7.086119913470718e-05,22.20415708044005,1.815316342989958,1.3914166439100447e-08,7.086119913470718e-05,22.20415708044005,1.8153163448553207
77,0.0007460306895290713,0.019156189717666278,29.961404056927208,0.2116521497109667,1.5399084374118655e-08,7.036792985041062e-05,22.37786062759485,1.51745835005401,1.5399084374118655e-08,7.036792985041062e-05,22.37786062759485,1.517458351500136
78,0.0008218500224510566,0.02037529165221669,28.99137231864207,0.19511679494165846,1.6952491984849952e-08,6.949862015042832e-05,22.46379483525242,6.504504820553663,1.6952491984849952e-08,6.949862015042832e-05,22.46379483525242,6.50450482217037
79,0.0008907293653553151,0.021523077224364546,27.988027063010993,0.4090219171456625,1.8509771561543402e-08,6.829356949215709e-05,22.482282420358608,1.3090957698808023,1.8509771561543402e-08,6.82935694921571e-05,22.482282420358608,1.3090957722828473
80,0.0009494837589027794,0.022530338270646946,26.95780813415835,0.34683534106762504,2.0004047397340492e-08,6.682327036221034e-05,22.446876532326137,1.3452268541166164,2.0004047397340492e-08,6.682327036221036e-05,22.446876532326137,1.3452268555370308
81,0.0009955868955646332,0.023372143414917754,25.887993667031868,0.5443245893314086,2.1372082799729295e-08,6.519427680662291e-05,22.364776047851397,1.039225892186973,2.1372082799729295e-08,6.519427680662292e-05,22.364776047851397,1.0392258937943748
82,0.001027311687950535,0.024047623690204026,24.760741426076986,1.0786730950917873,2.2555962234129315e-08,6.356184321692547e-05,22.24206475194684,1.01041639238174,2.2555962234129315e-08,6.356184321692548e-05,22.24206475194684,1.0104163949906322
83,0.0010437935191331686,0.024519605666868397,23.590350482643515,0.8083706887165063,2.350484366127538e-08,6.235468070716684e-05,22.077207220105745,3.1229550941698925,2.350484366127538e-08,6.235468070716683e-05,22.077207220105745,3.1229550940115502
84,0.0010450637048605312,0.02477175079410355,22.69203940780607,0.6895490166775898,2.4180758088287007e-08,6.204901688697193e-05,21.874472311531488,1.2462099564645215,2.4180758088287007e-08,6.204901688697194e-05,21.874472311531488,1.2462099564277052
85,0.001032005870976282,0.024792835511874386,22.137022203326676,1.4110642883902043,2.456418200505001e-08,6.254538511878078e-05,21.62804395478937,1.0619266858294736,2.456418200505001e-08,6.254538511878078e-05,21.62804395478937,1.0619266861175352
86,0.001006297306527184,0.024580047669712734,21.798842834804905,0.6239737247113155,2.4654307418329375e-08,6.336836008532223e-05,21.424545021863675,1.5143681912305162,2.4654307418329375e-08,6.336836008532222e-05,21.424545021863675,1.5143681908781783
87,0.0009702304803826293,0.02413538937355641,22.646341806763395,1.0749412079994176,2.4466952713047652e-08,6.42490792281646e-05,21.392308165128302,1.747983516466647,2.446695271304766e-08,6.424907922816458e-05,21.392308165128302,1.7479835209610035
88,0.0009265168984330415,0.023469721251477636,23.87296102038915,1.2551106259032268,2.4034419457923547e-08,6.508931790876623e-05,21.53711079860424,1.1093654440842744,2.4034419457923547e-08,6.508931790876622e-05,21.53711079860424,1.1093654492751548
89,0.0008781577795628997,0.022600150900118163,24.91966219344293,1.1745416107629176,2.340505550341842e-08,6.585732007233442e-05,21.71427220216262,1.171222900112755,2.3405055503418416e-08,6.585732007233442e-05,21.71427220216262,1.1712229005375456
90,0.0008281661632463924,0.021554155112098485,25.827414379023157,4.149442217481563,2.2638230699371362e-08,6.646013772417063e-05,21.862009687997567,1.2968321639255382,2.2638230699371362e-08,6.646013772417063e-05,21.862009687997567,1.296832163711096
91,0.000779375861315509,0.020363635087441833,26.615829356791796,0.49701172354122597,2.1798127494272708e-08,6.687877972754836e-05,21.980538243621723,0.8352054156290508,2.1798127494272708e-08,6.687877972754835e-05,21.980538243621723,0.8352054169571609
92,0.0007343034574970284,0.019081104363644113,27.268757625729645,1.0348759968869754,2.0950903514378177e-08,6.710432756111815e-05,22.081016019912543,6.858050786733526,2.0950903514378177e-08,6.710432756111814e-05,22.081016019912543,6.858050787935351
93,0.0006949291757342886,0.017810958924851076,27.77712867427599,0.4658494065710807,2.016189250011451e-08,6.717736789973757e-05,22.18209325562959,0.7519808035788413,2.016189250011451e-08,6.717736789973757e-05,22.18209325562959,0.7519808054772336
94,0.0006626600258314495,0.01691918120489362,28.143676965930787,0.26819374329982476,1.9488711811875803e-08,6.744195082309599e-05,22.272135116277454,0.658391061155688,1.9488711811875803e-08,6.7441950823096e-05,22.272135116277454,0.6583910621939909
95,0.0006382680039365865,0.016729778634096627,28.373358215695774,0.7225554292240052,1.8974796422231194e-08,6.816037578669213e-05,22.298579488635415,1.1913343000937495,1.897479642223119e-08,6.816037578669213e-05,22.298579488635415,1.1913343007207062
96,0.0006218555600405894,0.0169809179694385,28.43527166855958,0.9461901225751146,1.8648950448185694e-08,6.908376306088964e-05,22.248609604934696,1.1321980038654755,1.8648950448185694e-08,6.908376306088964e-05,22.248609604934696,1.1321980054039436
97,0.000612945284380837,0.017464758926380882,28.35047573300159,0.37381132068775946,1.852698289141646e-08,7.000752141129424e-05,22.11253917020086,1.030397594907563,1.852698289141646e-08,7.000752141129425e-05,22.11253917020086,1.030397596256715
98,0.0006105279146776141,0.018074697128562727,28.108733021187557,0.3371056067694157,1.8609340363773622e-08,7.078978714181268e-05,21.88421086487029,1.1613658888993086,1.860934036377362e-08,7.078978714181268e-05,21.88421086487029,1.1613658898371115
99,0.0006131870375001424,0.018745229474041725,27.942264348962468,0.4107875458454,1.8878848008211277e-08,7.136070060374858e-05,21.57073139097244,1.1010483404280187,1.887884800821128e-08,7.136070060374857e-05,21.57073139097244,1.1010483424292483
